Producto,Cantidad,Marca,Tamaño,Categoría,Precio,Imagen
Bolsas negras 55x70cm,22,Genérica,Unidad,Aseo e Higiene,3000,https://olimpica.vtexassets.com/arquivos/ids/630288/7806810800457.jpg
Bolsas navideñas,50,Genérica,Unidad,Aseo e Higiene,5000,https://admin.burica.com.co/backend/admin/backend/web/archivosDelCliente/items/images/Navidad-Bolsas-de-Navidad-y-Papel-Regalo-BOLSA-DE-REGALO-39X30X12CM-NAVIDAD-SURT-1187820240823165103.jpg
Bolsas 3kg,10,Genérica,Unidad,Aseo e Higiene,2000,"https://static.wixstatic.com/media/516e39_5284445adef049519a2925ed091df83b~mv2.png/v1/fill/w_480,h_480,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/516e39_5284445adef049519a2925ed091df83b~mv2.png"
Bolsas 5kg,1,Genérica,Unidad,Aseo e Higiene,2500,https://www.tierragro.com/cdn/shop/products/bolsa-semillero-capacidad-5-kl-50-und_45cf194a-0948-4af0-9a8a-f35bbf333ee6.jpg?v=1596330529
Head & Shoulders sobre 375ml,6,Head & Shoulders,375 ml,Cuidado Personal,8000,https://olimpica.vtexassets.com/arquivos/ids/1391253/7500435020008.jpg
Head & Shoulders crema para peinar coco sobre 300 ml,27,Head & Shoulders,300 ml,Cuidado Personal,8000,https://www.farmalisto.com.co/153923-large_default/comprar-crema-para-peinar-control-caspa-hidratacion-hs-coconut-frasco-con-300-ml-precio.jpg
Head & Shoulders shampoo control 2 en 1 sobre 375 ml,6,Head & Shoulders,375 ml,Cuidado Personal,7000,https://olimpica.vtexassets.com/arquivos/ids/1391254/7500435020046.jpg
Sedal células madre sobre 350 ml,5,Sedal,350 ml,Cuidado Personal,2500,https://cdn1.totalcommerce.cloud/mercacentro/product-thumb/es/shampo-sedal-celulas-madres-x-650-ml-1.jpg
Gamaderm sobre 100 ml,21,Gamaderm,100 ml,Cuidado Personal,2500,https://res.fkhealthplus.com/incom/images/product/Gamaderm-1698732124-10077060-1.jpg
Dove anticaspa shampoo sobre 400 ml,5,Dove,400 ml,Cuidado Personal,6000,https://olimpica.vtexassets.com/arquivos/ids/742562/7702006206617.jpg
Limpiadores multiusos Sanpic canela manzana 1L,3,Sanpic,1 L,Aseo e Higiene,5800,https://easycolombia.vtexassets.com/arquivos/ids/181266/sanpic-limpia-pisos-canela-manzana-1000ml-1.jpg
Sanpic canela manzana 500 ml,4,Sanpic,500 ml,Aseo e Higiene,6000,https://s3.pagegear.co/409/productos/13934_800x800.jpg
Sanpic vainilla 500 ml,5,Sanpic,500 ml,Aseo e Higiene,5000,https://supermercadocomunal.com/66921-large_default/limpiapisos-sanpic-vainilla-doy-pac-x450.jpg
Sanpic lavanda 500 ml,4,Sanpic,500 ml,Aseo e Higiene,5000,https://mercasur.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDUxODAxLCJwdXIiOiJibG9iX2lkIn19--335dc78a45da404bf6c19ffac96a4b36abe001ef/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--1420d7fd3d20057726f0ef3c0043db24ca0403be/7702626216782.jpg
Fabuloso fresca primavera azul claro 1L ,2,Fabuloso,1 L,Aseo e Higiene,4700,https://m.media-amazon.com/images/I/714c2qUfXTL.jpg
Fabuloso fresco amanecer verde 1L,2,Fabuloso,1 L,Aseo e Higiene,2500,https://exitocol.vtexassets.com/arquivos/ids/27638022/LIMPIAPISOS-AROMAT-DESINFEC-FABULOSO-61010111-3001295_h.jpg
Fabuloso fresca lavanda morado 1L,2,Fabuloso,1 L,Aseo e Higiene,2500,https://exitocol.vtexassets.com/arquivos/ids/27624514/Limpiapisos-Lavanda-X-1000-ml-135915_a.jpg
Aromax manzana verde y citronela 500 ml,2,Aromax,500 ml,Aseo e Higiene,2000,https://exitocol.vtexassets.com/arquivos/ids/26779373/Limpiapisos-Manzana-AROMAX-DUO-500-ml-3326742_b.jpg
Aromax frutos rojos 500 ml,2,Aromax,500 ml,Aseo e Higiene,2000,https://images.rappi.com/products/602706245236_pccsxavchqii_516058201411_bbggfmzsphhc_2967918_1.png
Aromax lavanda 500 ml,1,Aromax,500 ml,Aseo e Higiene,2000,https://eurosuper.vtexassets.com/arquivos/ids/157626/7702354950385.jpg
Sobres lavanda,16,Genérica,Paquete,Aseo e Higiene,3000,https://olimpica.vtexassets.com/arquivos/ids/646600/7702354946456.jpg
La Joya lavanda 500 ml,2,La Joya,500 ml,Aseo e Higiene,8500,https://www.casaluker.com/wp-content/uploads/2024/03/LA-JOYA-LIMPIAPISOS-LAVANDA.png
Ajax naranja-limón 1L,1,Ajax,1 L,Aseo e Higiene,12000,https://olimpica.vtexassets.com/arquivos/ids/1548634/7702010223600_1.jpg
Dove super acondicionador sobre 400 ml,7,Dove,400 ml,Cuidado Personal,18500,https://lavaquita.co/cdn/shop/products/supermercados_la_vaquita_supervaquita_dove_acondicionador_oleo_nutricion_400ml.jpg
Konzil ultra reparación sobre 350 ml,18,Konzil,350 ml,Cuidado Personal,15000,https://www.droguerialaeconomia.com/economia/site/img/1x/146427.jpg
Pantene acondicionador 400 ml,35,Pantene,400 ml,Cuidado Personal,16500,https://olimpica.vtexassets.com/arquivos/ids/1483426/7501006721317_1.jpg
Limpiador desinfectante Furor cítrico 1L,2,Furor,1 L,Aseo e Higiene,9500,"https://static.wixstatic.com/media/739126_4c7e77b7a2f3419590c093ef24478c52~mv2.png/v1/fit/w_500,h_500,q_90/file.png"
Furor ternura 1L,2,Furor,1 L,Aseo e Higiene,9500,https://mercadoslpineda.co/5679-large_default/limpiador-furor-x-1000-g.jpg
La Joya canela 500 ml,2,La Joya,500 ml,Aseo e Higiene,8500,https://www.casaluker.com/wp-content/uploads/2024/02/LA-JOYA-LIMPIAPISOS-CANELA.png
La Joya floral 500 ml,1,La Joya,500 ml,Aseo e Higiene,8500,https://s3.pagegear.co/409/productos/17030_800x800.jpg
Limpia piso Goliat lavanda 1L,3,Goliat,1 L,Aseo e Higiene,10000,https://fantiplasonline.com/wp-content/uploads/2024/04/LAVANDA-1L.jpg
Pantene colágeno 400 ml,11,Pantene,400 ml,Cuidado Personal,16500,https://locatelcolombia.vtexassets.com/arquivos/ids/319133/7500435191425_2_SHAMPOO-PANTENE-COLAGENO-NUTRE-Y-REVITALIZA-X-300ML.jpg
Desinfectante para pisos Lysol 1L,1,Lysol,1 L,Aseo e Higiene,14000,https://www.lysol.com.co/static/16215cbfed5f44c3bc299869e753eb6b/b3eed/Lizol_-_CO_-_es-CO-lysol_mpc_brisa_lim_n_3785ml.png
Pantene sin sal 400 ml,10,Pantene,400 ml,Cuidado Personal,16500,https://olimpica.vtexassets.com/arquivos/ids/1518509/7506309840024_1.jpg
Pantene rizos definidos 400 ml,2,Pantene,400 ml,Cuidado Personal,16500,https://exitocol.vteximg.com.br/arquivos/ids/26756901/Shampoo-Pantene-PrO-V-Rizos-Definidos-400-Ml-826287_a.jpg
Pantene crema para peinar rizos 300 ml,6,Pantene,300 ml,Cuidado Personal,14000,https://olimpica.vtexassets.com/arquivos/ids/1787503/7501001170080_1.jpg.jpg
Savital aceite de argán y sábila 350 ml,10,Savital,350 ml,Cuidado Personal,13500,https://copservir.vtexassets.com/arquivos/ids/1565594/CHAMPU-SAVITAL-ACEITE-ARGAN-SA_F.png
Savital anticaspa 350 ml,20,Savital,350 ml,Cuidado Personal,13500,https://distrimarketsas.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc0NTQwNywicHVyIjoiYmxvYl9pZCJ9fQ==--d1ce5d517b2c7cae54e30b31bad6e5540d6c4be6/chasavital-anticaspa-350-ml.png
Dove hair therapy 400 ml,10,Dove,400 ml,Cuidado Personal,18500,https://m.media-amazon.com/images/I/61fp89xSpSL._SL1500_.jpg
Cera limpiadora La Joya lavanda 500 ml,2,La Joya,500 ml,Aseo e Higiene,8500,https://www.casaluker.com/wp-content/uploads/2024/03/LA-JOYA-CERA-406X511-OK.png
Mansión brillo instantáneo floral 500 ml,3,Mansión,500 ml,Aseo e Higiene,7500,https://eurosuper.vtexassets.com/arquivos/ids/176006/7702626203836.jpg
Mansión brillo instantáneo piso rojo floral 500 ml,2,Mansión,500 ml,Aseo e Higiene,7500,https://eurosuper.vtexassets.com/arquivos/ids/176006/7702626203836.jpg
Savital multivitaminas y sábila 350 ml,5,Savital,350 ml,Cuidado Personal,13500,https://drogueriaalamedasur.co/wp-content/uploads/Diseno-sin-titulo-2023-08-14T213931.360-430x430.png
Esponjas,24,Genérica,Paquete,Aseo e Higiene,2000,https://blog.synthesia.com/hs-fs/hubfs/esponjas%20poliuretano.png?width=1000&height=699&name=esponjas%20poliuretano.png
Savital acondicionador fusión proteínas y sábila 350 ml,22,Savital,350 ml,Cuidado Personal,13500,https://www.droguerialaeconomia.com/economia/site/img/1x/131695.jpg
Johnson's baby shampoo 400 ml,32,Johnson's,400 ml,Cuidado Personal,17000,https://exitocol.vtexassets.com/arquivos/ids/26866712/Johnsons-Baby-Shampoo-Original-X-400-ml-1472447_b.jpg
Nutribela15 400 ml,12,Nutribela,400 ml,Cuidado Personal,22000,https://drogueriascomfenalco.com/image/cache/catalog/FOTOS/LINEA%20CUIDADO%20PERSONAL(CAPILARES)/QUALA/shampoo_prohialuronico_7202_6240-600x600.JPG
Jabón el Puma 125g,1,El Puma,125 g,Aseo e Higiene,2500,https://images.rappi.com/products/6ab5c830-5e2d-4de1-b288-c55363c8e5ae.png
Jabón el Puma 250g,27,El Puma,250 g,Aseo e Higiene,4000,https://dalisa.co/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTc2OTM1MywicHVyIjoiYmxvYl9pZCJ9fQ==--cc6b8f595487fc30b39d5ebf623b6464712c0fb1/jabon%20lav%20(6).jpg
Pantene equilibrio 400 ml,12,Pantene,400 ml,Cuidado Personal,16500,https://megatiendas.vtexassets.com/arquivos/ids/167879/7500435209656.jpg
Nutribela15 repolarización 400ml,8,Nutribela,400 ml,Cuidado Personal,22000,https://pasteurio.vtexassets.com/arquivos/ids/186523/660028_01.jpg
Estropajo,24,Genérica,Unidad,Aseo e Higiene,1500,https://limpialotodo.com/570-medium_default/productos-de-limpieza-generico-estropajo-tipo-nanas-40-gr-estropajos.jpg
Nutribela15 reparación intensiva 400 ml,11,Nutribela,400 ml,Cuidado Personal,22000,https://olimpica.vtexassets.com/arquivos/ids/1601138/7702354956219.jpg
Scotch-Brite esponja,6,Scotch-Brite,Unidad,Aseo e Higiene,3500,https://olimpica.vtexassets.com/arquivos/ids/1086240/7501023107798.jpg
Esponja oro-plata Limpia Ya,5,Limpia Ya,Unidad,Aseo e Higiene,2500,https://fonina.co/738-large_default/esponja-oro-plata-x-1-limpiaya.jpg
Esponja estropajo Matrix,21,Matrix,Unidad,Aseo e Higiene,2000,https://supermercadolaestacion.com/35802-thickbox_default/esponja-inoxidable-plateada-matrix-x-unidad.jpg
Esponja Furor,6,Furor,Unidad,Aseo e Higiene,2200,https://www.ecoplastcentro.com/fotos/10745.jpg
Nutribela15 Enzimoterapia 15ml,12,Nutribela,15 ml,Cuidado Personal,8500,https://drogueriaalamedasur.co/wp-content/uploads/Champu-Nutribela-15-Enzimoterapia-18-Ml.jpg
Nutribela15 Reparación Intensiva 18ml,8,Nutribela,18 ml,Cuidado Personal,9500,https://carulla.vteximg.com.br/arquivos/ids/19665746/Shampoo-NUTRIBELA-REPARACION-INTENSIVA-18-ml-3555433_a.jpg
Nutribela15 Células Madre 15ml,12,Nutribela,15 ml,Cuidado Personal,9000,https://drogueriaalamedasur.co/wp-content/uploads/Acondicionador-Nutribela-15-Celulas-Madres-15-Ml.jpg
Limpia Ya Limón 500ml,3,Limpia Ya,500 ml,Aseo e Higiene,6500,https://static.merqueo.com/images/products/large/e8b9e3d3-c109-486f-a3e0-3234497d3181.jpg
La Joya Limón 500ml,3,La Joya,500 ml,Aseo e Higiene,8500,https://media.surtiplaza.co/dimen/7702088207557.png
123 Limón 500ml,7,123,500 ml,Aseo e Higiene,6000,https://www.kipclin.com/images/virtuemart/product/KIP-PQP-LAVAL00049.jpg
Furor Limón 400ml,3,Furor,400 ml,Aseo e Higiene,7500,https://olimpica.vtexassets.com/arquivos/ids/719908/7707335286750.jpg
Nutribela15 Células Madre 18ml,11,Nutribela,18 ml,Cuidado Personal,10000,https://megaseo170.com/cdn/shop/files/Shampoo_Nutribela_18_ml_Celulas_Madre_72ab460d-3d36-4588-a279-e7cccc87a922.jpg
Speedstick Xtreme Night 8g,18,Speedstick,8 g,Cuidado Personal,8500,https://www.droguerialaeconomia.com/economia/site/img/1x/115344.jpg
Nutribela15 Termo Protección 24ml,11,Nutribela,24 ml,Cuidado Personal,11000,https://images.rappi.com/products/1687283630085_1687283628973_1687283628703.png
Nutribela15 Células Madre 27ml,11,Nutribela,27 ml,Cuidado Personal,12000,https://megaseo170.com/cdn/shop/files/7702354951733.jpg
Nutribela15 Pro Hialurónico 15ml,7,Nutribela,15 ml,Cuidado Personal,10500,https://copservir.vtexassets.com/arquivos/ids/1573912/TRATAMIENTO-NUTRIBELA-15-PRO-H_F.png
Nutribela15 Pro Hialurónico 18ml,2,Nutribela,18 ml,Cuidado Personal,11500,https://copservir.vtexassets.com/arquivos/ids/1573912/TRATAMIENTO-NUTRIBELA-15-PRO-H_F.png
Marca Axion Lavaplatos en Crema Limón 235gr,5,Axion,235 g,Aseo e Higiene,5500,https://exitocol.vtexassets.com/arquivos/ids/27624410/Lavaplatos-Limon-X-235-gr-878126_b.jpg
Lavaplatos Salva de 235gr,1,Salva,235 g,Aseo e Higiene,4500,https://exitocol.vtexassets.com/arquivos/ids/27624410/Lavaplatos-Limon-X-235-gr-878126_b.jpg
Lavaplatos Lava de Uva 235gr,2,Lava,235 g,Aseo e Higiene,4500,https://cdn-ieffn.nitrocdn.com/NikSAEkKkRJFldGrHYUQJeeNRyGvdqhk/assets/images/optimized/rev-89e5f92/i0.wp.com/yuliethmarketing.com/wp-content/uploads/2021/06/fe95417d45ec60c3e3d1ad9f4ebc2f91.LAVALAVAVAJILLACREMAUVAARRANCAGRASA235GLL.png
Nutribela15 Pro Hialurónico 24ml,5,Nutribela,24 ml,Cuidado Personal,12500,https://copservir.vtexassets.com/arquivos/ids/1573912/TRATAMIENTO-NUTRIBELA-15-PRO-H_F.png
Yodora Crema Clásica 12g,3,Yodora,12 g,Cuidado Personal,6500,https://paraisodistribuciones.com/wp-content/uploads/2023/06/crema-yodora-tubo-12g.png
Crema para Peinar EGO 18ml,1,EGO,18 ml,Cuidado Personal,4500,https://pasteurio.vtexassets.com/arquivos/ids/202457/Cuidado-Personal-Cremas-de-peinar_Ego_Pasteur_1238224_sachet_01.jpg
Acción Disco Multi Superficie Limón 130gr,7,Acción,130 g,Aseo e Higiene,4000,https://olimpica.vtexassets.com/arquivos/ids/1469168/7509546652559_1.jpg
Speed Max Pulpa de Chontaduro 250ml,4,Speed Max,250 ml,Bebida,3500,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702090097245.jpg
Acción Disco Lavaplatos Furor 130gr,4,Acción,130 g,Aseo e Higiene,4000,https://mercadoslpineda.co/4299-thickbox_default/lavaplatos-axion-x-130-g-disco-limon.jpg
Speed Max Normal 310ml,7,Speed Max,310 ml,Bebida,4000,https://megatiendas.vtexassets.com/arquivos/ids/175078/7702090071849.jpg
Lavaloza en Crema Limón La Joya 500gr,4,La Joya,500 g,Aseo e Higiene,8000,https://media.surtiplaza.co/dimen/7702088207557.png
Acción de Limón 500gr,1,Acción,500 g,Aseo e Higiene,7500,https://i5.walmartimages.com.mx/samsmx/images/product-images/img_large/000143764l.jpg
Speedmax Normal Botella 400ml,2,Speedmax,400 ml,Bebida,4500,https://olimpica.vtexassets.com/arquivos/ids/1441168/7702090044195.jpg
Bretaña Botella Vidrio 300ml,2,Bretaña,300 ml,Bebida,6000,https://carulla.vteximg.com.br/arquivos/ids/19577239/Gaseosa-Friopack-Bretana-300-ml-178613_a.jpg
Heineken Botella 330cm3,8,Heineken,330 ml,Bebida,5500,https://labarraccu.com.ar/cdn/shop/files/Cerveza_Heineken_Sin_Alcohol_0.0_Porron_330ml_Pack_x12_1_4e062719-a6a3-4afe-afc1-42566dca17fc_800x.png
Tropi Kola Manzana 400ml,7,Tropi Kola,400 ml,Bebida,3500,https://vecishops-images-production.s3.amazonaws.com/uploads/photoproducts/15398676-480b-4a69-b1eb-e4e502186005.jpg
Pony Malta Go Botella 200cm3,2,Pony Malta,200 ml,Bebida,3000,https://olimpica.vtexassets.com/arquivos/ids/1787038/7702004025784.jpg.jpg
Tra Lavaplatos Limón 400gr,7,Tra,400 g,Aseo e Higiene,6500,https://exitocol.vtexassets.com/arquivos/ids/26769515/Lavaplatos-Taco-Limon-29362_a.jpg
Tropi Kola Tropical Botella 400ml,3,Tropi Kola,400 ml,Bebida,3500,https://en1ya.com/wp-content/uploads/2022/08/GASEOSA-TROPICOLA-TROPICAL.png
Cristal Aloe Botella 330ml,4,Cristal,330 ml,Bebida,3200,https://exitocol.vteximg.com.br/arquivos/ids/25503916/Agua-con-Aloe-CRISTAL-330-ml-3214239_a.jpg
Axion Limón 150gr,3,Axion,150 g,Aseo e Higiene,4000,https://exitocol.vtexassets.com/arquivos/ids/26770855/Lavaloza-Limon-AXION-CO01748A-1050255_a.jpg
7up Botella 400ml,1,7up,400 ml,Bebida,3500,https://carulla.vtexassets.com/arquivos/ids/18664743/Gaseosa-Pet-1058167_a.jpg
Gatorade Mandarina Botella 500ml,5,Gatorade,500 ml,Bebida,4500,https://olimpica.vtexassets.com/arquivos/ids/1432351/7702192218050.jpg
Gatorade Blue Ice Botella 500ml,1,Gatorade,500 ml,Bebida,4500,https://olimpica.vtexassets.com/arquivos/ids/1834185/7702192736455.jpg
Colombiana Botella 400ml,1,Colombiana,400 ml,Bebida,3500,https://exitocol.vteximg.com.br/arquivos/ids/27657091/Gaseosa-Colombiana-x-400-ml-1058142_a.jpg
Gatorade Sin Azúcar Botella 500ml,2,Gatorade,500 ml,Bebida,4500,https://exitocol.vtexassets.com/arquivos/ids/26836366/Bebida-Hidra-Sin-Azu-Fresa-Kiwi-GATORADE-500-ml-3401803_a.jpg
Pony Malta Botella 330cm3,6,Pony Malta,330 ml,Bebida,3200,https://exitocol.vtexassets.com/arquivos/ids/26658723/Pony-Malta-Pet-330-ml-617569_a.jpg
Desengrasante Dersa Limón 200ml,1,Dersa,200 ml,Aseo e Higiene,4500,https://exitocol.vtexassets.com/arquivos/ids/26774702/Lavaloza-Liquido-Limon-Desinf-DERSA-LAVALOZA-LIQUIDO-DERSA-400-ML-3470759_a.jpg
Malta Leona Sabor Original Botella 400cm3,2,Malta Leona,400 ml,Bebida,3500,https://exitocol.vtexassets.com/arquivos/ids/25452188/Malta-Pet-LEONA-400-Mililitro-1397799_a.jpg
Desengrasante Blanco 500ml,1,Genérico,500 ml,Aseo e Higiene,5000,https://exitocol.vteximg.com.br/arquivos/ids/26778258/Desengrasante-Cocina-BLANCOX-10034210-153770_a.jpg
Cola y Pola Refajo Botella 1500cm3,7,Cola y Pola,1500 ml,Bebida,8000,https://carulla.vtexassets.com/arquivos/ids/20185949/Refajo-Cola-Y-Pola-Pet-X-1500ml-120074_a.jpg
Quita Grasa Easyoff Bang 500ml,3,Easyoff Bang,500 ml,Aseo e Higiene,8500,https://easycolombia.vtexassets.com/arquivos/ids/171029/easy-off-bang-quitagrasa-limon-pistola-500ml-1.jpg
Pony Malta Go Botella 1L,13,Pony Malta,1 L,Bebida,5500,https://prodcdnmobisoft.oxxodomicilios.com/01J5Z8KDZFY5ASVZ6YCWEH1TRE.png
Quitagrasa Frotex 500ml,1,Frotex,500 ml,Aseo e Higiene,7500,https://frotex.com/wp-content/uploads/2022/12/SUPERFICIES-ACT2.png
Pony Malta Botella 1.5L,1,Pony Malta,1.5 L,Bebida,7500,https://exitocol.vtexassets.com/arquivos/ids/25709101/Pony-Malta-Pet-15-Litros-618578_a.jpg
Pony Malta Botella 2L,5,Pony Malta,2 L,Bebida,9000,https://lacaretalicores.com/cdn/shop/files/D_NQ_NP_747784-MCO48003291406_102021-O.webp?v=1737561541
Desengrasante GCS 500ml,2,GCS,500 ml,Aseo e Higiene,6500,https://prodcdnmobisoft.oxxodomicilios.com/01JBYR0R3BZK7AC0N2JYR5W8ZP.png
Desengrasante Furor 500ml,2,Furor,500 ml,Aseo e Higiene,7000,https://www.ecoplastcentro.com/fotos/8823.jpg
Coronita Extra 210ml,46,Coronita,210 ml,Bebida,4500,https://colanta.vtexassets.com/arquivos/ids/156779/436W-1.png
Limpia Hornos Easyoff 250ml,2,Easyoff,250 ml,Aseo e Higiene,9500,https://www.mercaboy.com/5058-large_default/limpia-hornos-easy-off-250ml.jpg
Pares de Guantes Amarillos,15,Genérico,Pares,Proteccion,3500,https://thumbs.dreamstime.com/b/pares-de-guantes-amarillos-del-caucho-o-l%C3%A1tex-para-las-tareas-hogar-protecci%C3%B3n-la-mano-al-trabajar-con-sustancias-qu%C3%ADmicas-144873965.jpg
Alcohol Industrial 375cc GM,3,GM,375 cc,Quimicos,8000,https://productosscopa.com/wp-content/uploads/2022/08/Alcohol-Industrial.png
Pares de Avientes Talla 9 Calibre 25,15,Genérico,Pares,Proteccion,4500,https://mundodotaciones.com/wp-content/uploads/2021/09/producto2.jpg
Alcohol Industrial 750 GM,3,GM,750 ml,Quimicos,14000,https://easycolombia.vtexassets.com/arquivos/ids/178871/alcohol-etilico-industrial-x750-cm3-1.jpg
Varsol 375 GM,2,GM,375 ml,Quimicos,6500,https://depositolaramada.com/wp-content/uploads/2021/02/VARSOL-BOTELLA-800x800_c.jpg
Varsol 750 GM,3,GM,750 ml,Quimicos,11000,https://depositolaramada.com/wp-content/uploads/2021/02/VARSOL-BOTELLA-800x800_c.jpg
Guantes 8 y Medio (pares),90,Genérico,Pares,Proteccion,3000,https://www.papyser.com/catalogo/0514912.jpg
Thinner 375 GM,1,GM,375 ml,Quimicos,7500,https://images.rappi.com/products/1635611155203_1635611152795.jpg
Thinner 375 Vidrio GM,1,GM,375 ml,Quimicos,8000,https://easycolombia.vtexassets.com/arquivos/ids/178916/thinner-fino-x375-cm3-1.jpg
Thinner 750 GM,3,GM,750 ml,Quimicos,20000,https://images.rappi.com/products/1655420594688_1655420563092.jpg
Magistral Potasa Cáustica 300g,2,Magistral,300g,Limpieza,10000,https://dcdn-us.mitiendanube.com/stores/005/006/151/products/oriental-6-soda-caustica-300g-oriental-min-19cf67f9907022305317229905591158-480-0.jpeg
Destape Cañerías Tiussox 500g,1,Tiussox,500g,Limpieza,13500,https://ferreteriaabg.com/wp-content/uploads/2024/04/super-topo-1.png
Dersa Polvo Limpiador Citrus 500g,2,Dersa,500g,Limpieza,7000,https://vaquitaexpress.com.co/media/catalog/product/cache/e89ece728e3939ca368b457071d3c0be/7/7/7702166005013_33.jpg
Botellas de Andina 330ml,30,Andina,330ml,Bebidas,2800,https://dislicoresqa.vtexassets.com/arquivos/ids/256992/364008-Cerveza-Andina.png
Clorox 460ml,16,Clorox,460ml,Limpieza,5200,https://olimpica.vtexassets.com/arquivos/ids/1188791/7702213862705_1.jpg
Vanish Quita Manchas 130ml,2,Vanish,130ml,Cuidado de ropa,16500,https://eu-images.contentstack.com/v3/assets/blt6618a6af19da7ce1/bltc9bfe4fc3e572709/671b928a85012a35d66a498f/7702626216935_-_VANISH_ROSA_DOYPACK_130ML.png
Vanish Blanco Total 130ml,11,Vanish,130ml,Cuidado de ropa,16500,https://eu-images.contentstack.com/v3/assets/blt6618a6af19da7ce1/blt268b613fbd75dca1/671b9662dd4fd4a8681593db/7702626216942_-_VANISH_BLANCO_DOYPACK_130ML.png
Pequeñín Original Toalla,8,Pequeñín,N/A,Aseo e Higiene,40000,https://drogueriasantamaria.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6OTEzNDMsInB1ciI6ImJsb2JfaWQifX0=--0bf343d6330479fd64b4210103d93f633bca4509/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--cef66509c9cdc75663c0eefd9421db1d2ea4fead/Toallas%20Humedas%20Peque%C3%B1in%20Original%2024%20unidades.png
Vanish Oxi Action 30g,18,Vanish,30g,Cuidado de ropa,4000,https://i5.walmartimages.com.mx/gr/images/product-images/img_large/00770262620420L.jpg
Woolite 300ml,2,Woolite,300ml,Cuidado de ropa,13500,https://olimpica.vtexassets.com/arquivos/ids/875006/7702626214702-1.jpg
Woolite Ropa Oscura 500ml,3,Woolite,500ml,Cuidado de ropa,20000,https://olimpica.vtexassets.com/arquivos/ids/1423259/7702626217178_1.jpg
Varsol Magistral Eco 400ml,1,Magistral,400ml,Limpieza,9000,https://static.merqueo.com/images/products/large/71aea903-1b7a-40be-bb75-f49174a09d13.jpg
Pañales Pequeñín Etapa 1,21,Pequeñín,N/A,Aseo e Higiene,20000,https://exitocol.vteximg.com.br/arquivos/ids/26755938/Panales-Pequenin-Extraproteccion-Etapa-1-X-100-Und-Jumbopack-1012725_a.jpg
Pañales Pequeñín Etapa 3,15,Pequeñín,N/A,Aseo e Higiene,20000,https://exitocol.vteximg.com.br/arquivos/ids/26755931/Panales-Pequenin-Extraproteccion-Etapa-3-X-60-Und-Megapack-12873_b.jpg
Pañales Pequeñín Etapa 4,8,Pequeñín,N/A,Aseo e Higiene,20000,https://carulla.vteximg.com.br/arquivos/ids/19669489/Panales-Pequenin-Extraproteccion-Etapa-4-X-40-Und-970919_a.jpg
Pañales Pequeñín Etapa 5,4,Pequeñín,N/A,Aseo e Higiene,20000,https://static.merqueo.com/images/products/large/d89d2338-9e49-49fe-a8d2-bf2b9d45a040.jpg
Biovsrsol y Desinfectante,2,Biovarsol,N/A,Limpieza,10000,https://www.multinsa.com/wp-content/uploads/2022/02/Recurso-31_bul.png
Pañales Adulto Mayor Tena,2,Tena,N/A,Aseo e Higiene,40000,https://images.ctfassets.net/cnyu7awagftg/P5C7P5Wf38XB3dOl0Zcu4/b68406545804dad763eb23603a42be2f/linea-tena-slip-interior-2.png
Blancox Ropa Color 500ml,2,Blancox,500ml,Cuidado de ropa,10000,https://mercasur.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6ODY4MDYyLCJwdXIiOiJibG9iX2lkIn19--606c43f1015f58acfcd5be7594dbc80881f6b31a/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJ3ZWJwIiwicmVzaXplX2FuZF9wYWQiOlszMjAsMzIwLHsiZXh0ZW5kIjoid2hpdGUifV19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--a7d4729092d7300df826ec1077a67fefc8243382/226351-800-800%20(1).jpg
Nosotras Megapack,150,Nosotras,N/A,Aseo e Higiene,30000,https://unidrogas.vtexassets.com/arquivos/ids/437123/7702027044199.jpg
Clorox Ropa Vivos 450ml,2,Clorox,450ml,Cuidado de ropa,10000,https://olimpica.vtexassets.com/arquivos/ids/1851381/7702137628654_2.jpg.jpg
Limpieza Real Ropa Color 1L,2,Limpieza Real,1L,Cuidado de ropa,13500,https://olimpica.vtexassets.com/arquivos/ids/1248730/7702137629545_2.jpg
La Calleya Ropa Color 1L,2,La Calleya,1L,Cuidado de ropa,13500,https://static.merqueo.com/images/products/large/d47175fb-ddfe-4b23-9876-99ca6e39da88.jpg
